*******************************************************************************
 Revised: July 31, 2013             Moon / (Earth)                          301
 
 GEOPHYSICAL DATA (updated 2018-Aug-15):
  Vol. mean radius, km  = 1737.53+-0.03    Mass, x10^22 kg       =    7.349
  Radius (gravity), km  = 1738.0           Surface emissivity    =    0.92
  Radius (IAU), km      = 1737.4           GM, km^3/s^2          = 4902.800066
  Density, g/cm^3       =    3.3437        GM 1-sigma, km^3/s^2  =  +-0.0001  
  V(1,0)                =   +0.21          Surface accel., m/s^2 =    1.62
  Earth/Moon mass ratio = 81.3005690769    Farside crust. thick. = ~80 - 90 km
  Mean crustal density  = 2.97+-.07 g/cm^3 Nearside crust. thick.= 58+-8 km 
  Heat flow, Apollo 15  = 3.1+-.6 mW/m^2   Mean angular diameter = 31'05.2"
  Heat flow, Apollo 17  = 2.2+-.5 mW/m^2   Sid. rot. rate, rad/s = 0.0000026617
  Geometric Albedo      = 0.12             Mean solar day        = 29.5306 d
  Obliquity to orbit    = 6.67 deg         Orbit period          = 27.321582 d
  Semi-major axis, a    = 384400 km        Eccentricity          = 0.05490
  Mean motion, rad/s    = 2.6616995x10^-6  Inclination           = 5.145 deg
  Apsidal period        = 3231.50 d        Nodal period          = 6798.38 d
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         1414+-7     1323+-7     1368+-7
  Maximum Planetary IR (W/m^2)   1314        1226        1268
  Minimum Planetary IR (W/m^2)      5.2         5.2         5.2
********************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Wed Jun  2 01:08:23 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2001-Jan-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Keplerian GM    : 4.0350323562548013E+05 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Output type     : GEOMETRIC osculating elements
Output format   : 10
EOP file        : eop.210601.p210823
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2021-JUN-01. PREDICTS-> 2021-AUG-22
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2451552.500000000, A.D. 2000-Jan-09 00:00:00.0000,  4.746219493774650E-02,  3.678402806115775E+05,  2.095296650012547E+01,  1.236412944474006E+01,  8.241473310599893E+01,  2.451563008228814E+06,  1.516633160213962E-04,  2.223032117097465E+02,  2.187989131080732E+02,  3.861686944672365E+05,  4.044971083228955E+05,  2.373678813334216E+06,
2451553.500000000, A.D. 2000-Jan-10 00:00:00.0000,  4.892364726315150E-02,  3.659422587983413E+05,  2.094983268980169E+01,  1.237570351605672E+01,  8.692712009409099E+01,  2.451563312397591E+06,  1.524931627844191E-04,  2.307176458676168E+02,  2.265438817204620E+02,  3.847664362017770E+05,  4.035906136052127E+05,  2.360761580563026E+06,
2451554.500000000, A.D. 2000-Jan-11 00:00:00.0000,  5.075408562481774E-02,  3.637551963478644E+05,  2.094668326778097E+01,  1.238325362795995E+01,  9.132972230896253E+01,  2.451563596406919E+06,  1.534265215722240E-04,  2.394175617481711E+02,  2.345730909482655E+02,  3.832043844900794E+05,  4.026535726322943E+05,  2.346400063762989E+06,
2451555.500000000, A.D. 2000-Jan-12 00:00:00.0000,  5.262049161111495E-02,  3.616459850790944E+05,  2.094399639746223E+01,  1.238728004951110E+01,  9.517903267192666E+01,  2.451563836500659E+06,  1.543144699365005E-04,  2.488513524257246E+02,  2.433664581010879E+02,  3.817329611594726E+05,  4.018199372398508E+05,  2.332898529529588E+06,
2451556.500000000, A.D. 2000-Jan-13 00:00:00.0000,  5.428517937809053E-02,  3.599319115647389E+05,  2.094211085934628E+01,  1.238875431649140E+01,  9.806005372944907E+01,  2.451564010836457E+06,  1.550086401920685E-04,  2.594092712264369E+02,  2.533810936655964E+02,  3.805924404653454E+05,  4.012529693659519E+05,  2.322451184359338E+06,
2451557.500000000, A.D. 2000-Jan-14 00:00:00.0000,  5.569498630473622E-02,  3.588123804013022E+05,  2.094117074460922E+01,  1.238889726475126E+01,  9.964869248690449E+01,  2.451564102126330E+06,  1.553865618249526E-04,  2.713638201535098E+02,  2.649860616660201E+02,  3.799750877073013E+05,  4.011377950133004E+05,  2.316802661516833E+06,
2451558.500000000, A.D. 2000-Jan-15 00:00:00.0000,  5.702173157926055E-02,  3.583240473648644E+05,  2.094111209828293E+01,  1.238890941597459E+01,  9.979431743207647E+01,  2.451564102062711E+06,  1.553762863531587E-04,  2.847950467286398E+02,  2.783739409316054E+02,  3.799918400717448E+05,  4.016596327786251E+05,  2.316955878207482E+06,
2451559.500000000, A.D. 2000-Jan-16 00:00:00.0000,  5.859564772205367E-02,  3.583425612391715E+05,  2.094169683545525E+01,  1.238971348104643E+01,  9.862106479462675E+01,  2.451564018229482E+06,  1.549754320235113E-04,  2.995014614986559E+02,  2.934504706041543E+02,  3.806468074765945E+05,  4.029510537140174E+05,  2.322948839693407E+06,
2451560.500000000, A.D. 2000-Jan-17 00:00:00.0000,  6.070852712382234E-02,  3.586443595253260E+05,  2.094258740690241E+01,  1.239177406792029E+01,  9.656103307934005E+01,  2.451563877735014E+06,  1.542590687794163E-04,  3.149816033198675E+02,  3.097898251874777E+02,  3.818243536557734E+05,  4.050043477862208E+05,  2.333736375102745E+06,
2451561.500000000, A.D. 2000-Jan-18 00:00:00.0000,  6.337508216508418E-02,  3.590046697872990E+05,  2.094344315241818E+01,  1.239504486965137E+01,  9.420361003815722E+01,  2.451563718717828E+06,  1.533714621388977E-04,  3.305991170281376E+02,  3.267733868897439E+02,  3.832960910512261E+05,  4.075875123151531E+05,  2.347242407286783E+06,
2451562.500000000, A.D. 2000-Jan-19 00:00:00.0000,  6.623907023164097E-02,  3.592697084242303E+05,  2.094401091277518E+01,  1.239905867787963E+01,  9.200651643558957E+01,  2.451563571472765E+06,  1.524996294507453E-04,  3.458823091519948E+02,  3.438702918106824E+02,  3.847555589130886E+05,  4.102414094019470E+05,  2.360661473713769E+06,
2451563.500000000, A.D. 2000-Jan-20 00:00:00.0000,  6.872827850800209E-02,  3.593611159481729E+05,  2.094418271848241E+01,  1.240313013768054E+01,  9.009562883836119E+01,  2.451563444499932E+06,  1.518322898158331E-04,  7.280670845198777E-01,  8.375069800417787E-01,  3.858821304832896E+05,  4.124031450184063E+05,  2.371037151824995E+06,
2451564.500000000, A.D. 2000-Jan-21 00:00:00.0000,  7.035600531752351E-02,  3.592344234866081E+05,  2.094400374902384E+01,  1.240660232873313E+01,  8.828721871409456E+01,  2.451563325515124E+06,  1.515145102526834E-04,  1.537500967383363E+01,  1.770916984562213E+01,  3.864214963377524E+05,  4.136085691888967E+05,  2.376010056064080E+06,
2451565.500000000, A.D. 2000-Jan-22 00:00:00.0000,  7.097086568393365E-02,  3.588423946927600E+05,  2.094363116653787E+01,  1.240905359179503E+01,  8.626010385713342E+01,  2.451563193065503E+06,  1.516123307938566E-04,  3.021923946834652E+01,  3.464662384193001E+01,  3.862552652419592E+05,  4.136681357911585E+05,  2.374477050217524E+06,
2451566.500000000, A.D. 2000-Jan-23 00:00:00.0000,  7.081722038722472E-02,  3.581354276868908E+05,  2.094326174265955E+01,  1.241039882689148E+01,  8.376111416039959E+01,  2.451563030619566E+06,  1.520992053077571E-04,  4.559241659921263E+01,  5.175935296989363E+01,  3.854305477294134E+05,  4.127256677719360E+05,  2.366876271783123E+06,
2451567.500000000, A.D. 2000-Jan-24 00:00:00.0000,  7.037911335247571E-02,  3.571027216696659E+05,  2.094305573855484E+01,  1.241086214448365E+01,  8.077154443095759E+01,  2.451562837679985E+06,  1.528675172566802E-04,  6.157877345347163E+01,  6.896040345326230E+01,  3.841380145378180E+05,  4.111733074059701E+05,  2.354980354626440E+06,
2451568.500000000, A.D. 2000-Jan-25 00:00:00.0000,  7.009075293492205E-02,  3.558317848964201E+05,  2.094308267260724E+01,  1.241084496972807E+01,  7.756365423631838E+01,  2.451562632677805E+06,  1.537587657309693E-04,  7.794595171567049E+01,  8.592106353467985E+01,  3.826521631218040E+05,  4.094725413471878E+05,  2.341329928661690E+06,
2451569.500000000, A.D. 2000-Jan-26 00:00:00.0000,  7.008431576668171E-02,  3.545409383391059E+05,  2.094330385701646E+01,  1.241074523516206E+01,  7.458840256533738E+01,  2.451562443980661E+06,  1.546008643304826E-04,  9.425088189574871E+01,  1.021827870725819E+02,  3.812613813814875E+05,  4.079818244238690E+05,  2.328576890944452E+06,
2451570.500000000, A.D. 2000-Jan-27 00:00:00.0000,  7.013384706666351E-02,  3.535454267792607E+05,  2.094359290214766E+01,  1.241079039267690E+01,  7.225249976774447E+01,  2.451562294235062E+06,  1.552419062695648E-04,  1.100631102897820E+02,  1.173717073281203E+02,  3.802110934611112E+05,  4.068767601429616E+05,  2.318961475356335E+06,
2451571.500000000, A.D. 2000-Jan-28 00:00:00.0000,  6.980581583314424E-02,  3.531664087933520E+05,  2.094378417218905E+01,  1.241093350365208E+01,  7.075059142709954E+01,  2.451562190200425E+06,  1.555741687464692E-04,  1.251386781196906E+02,  1.313545824127036E+02,  3.796695515890282E+05,  4.061726943847043E+05,  2.314008828719326E+06,
2451572.500000000, A.D. 2000-Jan-29 00:00:00.0000,  6.868329291133216E-02,  3.536342784066190E+05,  2.094373302741263E+01,  1.241083741960218E+01,  7.004531514150675E+01,  2.451562123672565E+06,  1.555466639480831E-04,  1.394498692789462E+02,  1.442469941557306E+02,  3.797143074047212E+05,  4.057943364028234E+05,  2.314418007191445E+06,
2451573.500000000, A.D. 2000-Jan-30 00:00:00.0000,  6.653275291845431E-02,  3.550282146286280E+05,  2.094337075380502E+01,  1.240994632641979E+01,  6.994533780107825E+01,  2.451562078748555E+06,  1.551673942294814E-04,  1.531185833239197E+02,  1.563254820871336E+02,  3.803328030400765E+05,  4.056373914515250E+05,  2.320075050481197E+06,
2451574.500000000, A.D. 2000-Jan-31 00:00:00.0000,  6.337056857695768E-02,  3.572598008423838E+05,  2.094274023299548E+01,  1.240762299423687E+01,  7.019935945519042E+01,  2.451562039248396E+06,  1.544975568439880E-04,  1.663334506842228E+02,  1.679260483121323E+02,  3.814313204952260E+05,  4.056028401480682E+05,  2.330133934503113E+06,
2451575.500000000, A.D. 2000-Feb-01 00:00:00.0000,  5.944589562751692E-02,  3.600905809844013E+05,  2.094200403975242E+01,  1.240331725939013E+01,  7.057427743180455E+01,  2.451561994321411E+06,  1.536399564254948E-04,  1.792810255656137E+02,  1.793605769251543E+02,  3.828494068660152E+05,  4.056082327476292E+05,  2.343140471890046E+06,
2451576.500000000, A.D. 2000-Feb-02 00:00:00.0000,  5.516729905182781E-02,  3.631742719934680E+05,  2.094142309756538E+01,  1.239672729892608E+01,  7.092589447706895E+01,  2.451589225606652E+06,  1.527235129528524E-04,  1.920816559491412E+02,  1.908423619982578E+02,  3.843794479477796E+05,  4.055846239020911E+05,  2.357200885702102E+06,
2451577.500000000, A.D. 2000-Feb-03 00:00:00.0000,  5.099428950100958E-02,  3.661189279439840E+05,  2.094130987903027E+01,  1.238791879184372E+01,  7.127206706795484E+01,  2.451589332785188E+06,  1.518854278179874E-04,  2.047195318512727E+02,  2.024105449925866E+02,  3.857921231595934E+05,  4.054653183752028E+05,  2.370207630658338E+06,
2451578.500000000, A.D. 2000-Feb-04 00:00:00.0000,  4.731734648927755E-02,  3.685621207491825E+05,  2.094196459291055E+01,  1.237737558054532E+01,  7.184673700673284E+01,  2.451589443482598E+06,  1.512524723581272E-04,  2.169882317554107E+02,  2.138749187006450E+02,  3.868676724520987E+05,  4.051732241550149E+05,  2.380126383307058E+06,
2451579.500000000, A.D. 2000-Feb-05 00:00:00.0000,  4.436527533952715E-02,  3.702420279768631E+05,  2.094360569323223E+01,  1.236596653739405E+01,  7.307415689992571E+01,  2.451589583588036E+06,  1.509230079940473E-04,  2.285125541804096E+02,  2.248418438664368E+02,  3.874304882636053E+05,  4.046189485503476E+05,  2.385322190332962E+06,
2451580.500000000, A.D. 2000-Feb-06 00:00:00.0000,  4.218426161060761E-02,  3.710400883404654E+05,  2.094630761409883E+01,  1.235482570053534E+01,  7.541696599286651E+01,  2.451589785733635E+06,  1.509516430497356E-04,  2.388934008805334E+02,  2.348677040920589E+02,  3.873814904778920E+05,  4.037228926153185E+05,  2.384869702156121E+06,
2451581.500000000, A.D. 2000-Feb-07 00:00:00.0000,  4.069626203909488E-02,  3.709826116781589E+05,  2.094995905211701E+01,  1.234515633798255E+01,  7.914862751343196E+01,  2.451590071193180E+06,  1.513387062068535E-04,  2.479259560423028E+02,  2.436893247551088E+02,  3.867206985628129E+05,  4.024587854474669E+05,  2.378770170718541E+06,
2451582.500000000, A.D. 2000-Feb-08 00:00:00.0000,  3.978384434482839E-02,  3.702142295611718E+05,  2.095425409866699E+01,  1.233798483412408E+01,  8.417905025030716E+01,  2.451590435720220E+06,  1.520267444014486E-04,  2.557634362993106E+02,  2.514021767867186E+02,  3.855530105183123E+05,  4.008917914754529E+05,  2.368004402234438E+06,
2451583.500000000, A.D. 2000-Feb-09 00:00:00.0000,  3.933724152435566E-02,  3.689654743432598E+05,  2.095872522691202E+01,  1.233390651929240E+01,  9.002356650964937E+01,  2.451590847050405E+06,  1.529058078822984E-04,  2.629376630513274E+02,  2.584954872696915E+02,  3.840738813782320E+05,  3.991822884132042E+05,  2.354390621166695E+06,
2451584.500000000, A.D. 2000-Feb-10 00:00:00.0000,  3.925750058030900E-02,  3.675195187374691E+05,  2.096282055015497E+01,  1.233287963934994E+01,  9.591531706030040E+01,  2.451591253709903E+06,  1.538282266124584E-04,  2.702380708194810E+02,  2.657432288931255E+02,  3.825369638164844E+05,  3.975544088954998E+05,  2.340272705002009E+06,
2451585.500000000, A.D. 2000-Feb-11 00:00:00.0000,  3.946577105673211E-02,  3.661655423463961E+05,  2.096601754164011E+01,  1.233412949420759E+01,  1.010047960927284E+02,  2.451591599676664E+06,  1.546319391711041E-04,  2.785071026100203E+02,  2.740061831083974E+02,  3.812103008023287E+05,  3.962550592582614E+05,  2.328108940040201E+06,
2451586.500000000, A.D. 2000-Feb-12 00:00:00.0000,  3.995552913647270E-02,  3.651331966987568E+05,  2.096795289538665E+01,  1.233621476842805E+01,  1.045785580689793E+02,  2.451591839041074E+06,  1.551694391134317E-04,  2.884214008324871E+02,  2.840122008076338E+02,  3.803294615824743E+05,  3.955257264661918E+05,  2.320044475618897E+06,
2451587.500000000, A.D. 2000-Feb-13 00:00:00.0000,  4.085401837456685E-02,  3.645283857559406E+05,  2.096853709015777E+01,  1.233727692368741E+01,  1.062596195860768E+02,  2.451591948427766E+06,  1.553374537647859E-04,  3.002969569714711E+02,  2.961516809023443E+02,  3.800551665119698E+05,  3.955819472679989E+05,  2.317535090700772E+06,
2451588.500000000, A.D. 2000-Feb-14 00:00:00.0000,  4.240228171550948E-02,  3.643096329952413E+05,  2.096801788119007E+01,  1.233544330231003E+01,  1.061608934589524E+02,  2.451591936642466E+06,  1.551010774345071E-04,  3.139464715900374E+02,  3.103171460364612E+02,  3.804412082851365E+05,  3.965727835750317E+05,  2.321067048370528E+06,
2451589.500000000, A.D. 2000-Feb-15 00:00:00.0000,  4.479549629377678E-02,  3.643318961216602E+05,  2.096696419424659E+01,  1.232929823881412E+01,  1.048762484166376E+02,  2.451591844496079E+06,  1.545058381631493E-04,  3.287026081307398E+02,  3.259034298051591E+02,  3.814176908798495E+05,  3.985034856380388E+05,  2.330009042246421E+06,
2451590.500000000, A.D. 2000-Feb-16 00:00:00.0000,  4.796850350851094E-02,  3.644329082877010E+05,  2.096616172437764E+01,  1.231829583812539E+01,  1.031839111872113E+02,  2.451591725432609E+06,  1.536727056581675E-04,  3.437295369476116E+02,  3.420959057384626E+02,  3.827950121721197E+05,  4.011571160565384E+05,  2.342641124578041E+06,
2451591.500000000, A.D. 2000-Feb-17 00:00:00.0000,  5.152285777090108E-02,  3.644936252912882E+05,  2.096643894101645E+01,  1.230298507196617E+01,  1.016214677195810E+02,  2.451591616664705E+06,  1.527747356713585E-04,  3.584600565564660E+02,  3.582905062706703E+02,  3.842935259722337E+05,  4.040934266531792E+05,  2.356410557138284E+06,
2451592.500000000, A.D. 2000-Feb-18 00:00:00.0000,  5.488250376482525E-02,  3.644364892865209E+05,  2.096846709504041E+01,  1.228496211624104E+01,  1.002826523890966E+02,  2.451591524953768E+06,  1.519994674171999E-04,  1.280504229572101E+01,  1.429836360589764E+01,  3.855991352802527E+05,  4.067617812739846E+05,  2.368429351215367E+06,
2451593.500000000, A.D. 2000-Feb-19 00:00:00.0000,  5.756233386402150E-02,  3.641909097448511E+05,  2.097258942108350E+01,  1.226654521484845E+01,  9.891761676421248E+01,  2.451591433419138E+06,  1.515065621072042E-04,  2.705188852919242E+01,  3.025490776922549E+01,  3.864350108565209E+05,  4.086791119681907E+05,  2.376134703296008E+06,
2451594.500000000, A.D. 2000-Feb-20 00:00:00.0000,  5.938112142994117E-02,  3.636702627008109E+05,  2.097872725099714E+01,  1.225025375957742E+01,  9.715853890726908E+01,  2.451591317322513E+06,  1.513927208449644E-04,  4.163047525720415E+01,  4.641018545147521E+01,  3.866287090193928E+05,  4.095871553379748E+05,  2.377921461419948E+06,
2451595.500000000, A.D. 2000-Feb-21 00:00:00.0000,  6.051851245326312E-02,  3.627818454499798E+05,  2.098638708591151E+01,  1.223823074131310E+01,  9.473475424044011E+01,  2.451591159177041E+06,  1.516736593205352E-04,  5.688476663106519E+01,  6.293191131653349E+01,  3.861511378976824E+05,  4.095204303453850E+05,  2.373516941654346E+06,
2451596.500000000, A.D. 2000-Feb-22 00:00:00.0000,  6.139162881747402E-02,  3.614715117019678E+05,  2.099476309197859E+01,  1.223175536391443E+01,  9.163273354087002E+01,  2.451590959606959E+06,  1.522865910440675E-04,  7.289806198228518E+01,  7.976056491697963E+01,  3.851143062431461E+05,  4.087571007843243E+05,  2.363963875820335E+06,
2451597.500000000, A.D. 2000-Feb-23 00:00:00.0000,  6.240298323481790E-02,  3.597868290532834E+05,  2.100290567362023E+01,  1.223095459309510E+01,  8.814659606220911E+01,  2.451590739722551E+06,  1.531096547773060E-04,  8.942950769026447E+01,  9.656706041539462E+01,  3.837329072297920E+05,  4.076789854063005E+05,  2.351256036228484E+06,
2451598.500000000, A.D. 2000-Feb-24 00:00:00.0000,  6.369540140969385E-02,  3.579194615731317E+05,  2.100991536099213E+01,  1.223476192804357E+01,  8.475774847916202E+01,  2.451590531009584E+06,  1.539904923904140E-04,  1.060256526899553E+02,  1.128736574381588E+02,  3.822681872031952E+05,  4.066169128332586E+05,  2.337806668526571E+06,
2451599.500000000, A.D. 2000-Feb-25 00:00:00.0000,  6.506749097952451E-02,  3.561848917747525E+05,  2.101512178726119E+01,  1.224111364000308E+01,  8.189779223509220E+01,  2.451590357899512E+06,  1.547758841909834E-04,  1.222539857085714E+02,  1.282857913334512E+02,  3.809739081037259E+05,  4.057629244326994E+05,  2.325943746868106E+06,
2451600.500000000, A.D. 2000-Feb-26 00:00:00.0000,  6.608741957783068E-02,  3.549394461045974E+05,  2.101821558381602E+01,  1.224733063112077E+01,  7.976801750257151E+01,  2.451590226243267E+06,  1.553367022121994E-04,  1.378850247509399E+02,  1.426643062409254E+02,  3.800563923704179E+05,  4.051733386362384E+05,  2.317546303437149E+06,
2451601.500000000, A.D. 2000-Feb-27 00:00:00.0000,  6.629986794509160E-02,  3.544804259004818E+05,  2.101931233126204E+01,  1.225060948946988E+01,  7.831573285206997E+01,  2.451590124075714E+06,  1.555854159720095E-04,  1.529217715974432E+02,  1.561402393637347E+02,  3.796512538991863E+05,  4.048220818978908E+05,  2.313841549678189E+06,
2451602.500000000, A.D. 2000-Feb-28 00:00:00.0000,  6.540115332622240E-02,  3.549734151727676E+05,  2.101893997740375E+01,  1.224853591671956E+01,  7.731465158788386E+01,  2.451590029516844E+06,  1.554856311916160E-04,  1.675279536318058E+02,  1.690263463814253E+02,  3.798136670466824E+05,  4.046539189205973E+05,  2.315326485418748E+06,
2451603.500000000, A.D. 2000-Feb-29 00:00:00.0000,  6.332964209251743E-02,  3.564196590728830E+05,  2.101795332578127E+01,  1.223953496653847E+01,  7.646199230030973E+01,  2.451616791271111E+06,  1.550543063704632E-04,  1.819409336948463E+02,  1.817132114064622E+02,  3.805177094203375E+05,  4.046157597677920E+05,  2.321767182266262E+06,
2451604.500000000, A.D. 2000-Mar-01 00:00:00.0000,  6.027481994346269E-02,  3.586572067214029E+05,  2.101739027177106E+01,  1.222318457465901E+01,  7.546053315927871E+01,  2.451616767112705E+06,  1.543576281057863E-04,  1.963996628342601E+02,  1.945816422034897E+02,  3.816618031878477E+05,  4.046663996542925E+05,  2.332246254479114E+06,
2451605.500000000, A.D. 2000-Mar-02 00:00:00.0000,  5.661989011336434E-02,  3.613897358002668E+05,  2.101829303904512E+01,  1.220034045509591E+01,  7.409897616087822E+01,  2.451616729151567E+06,  1.535014548479059E-04,  2.110730887609716E+02,  2.079177260482849E+02,  3.830796642974531E+05,  4.047695927946394E+05,  2.345254645024045E+06,
2451606.500000000, A.D. 2000-Mar-03 00:00:00.0000,  5.282743365254487E-02,  3.642428456578006E+05,  2.102152258291646E+01,  1.217304853361055E+01,  7.234584177893112E+01,  2.451616664267636E+06,  1.526171235709152E-04,  2.259727525629553E+02,  2.218151074968847E+02,  3.845580611170109E+05,  4.048732765762212E+05,  2.358844090209329E+06,
2451607.500000000, A.D. 2000-Mar-04 00:00:00.0000,  4.928608804904480E-02,  3.668454460140241E+05,  2.102759528696558E+01,  1.214425138433068E+01,  7.043202928111815E+01,  2.451616580254996E+06,  1.518435044978631E-04,  2.408736032406297E+02,  2.360893442190783E+02,  3.858631302251826E+05,  4.048808144363410E+05,  2.370862034503862E+06,
